Poem,Poemstyle
"""తంతువులందుఁ జేలము విధంబున నే పరమేశు మూర్తి యం
దింతయుఁ బుట్టునట్టి జగదీశుఁ డనంతుఁడు దైత్యమాతృ ని
ట్లంతము జేయు టెంతపని? యద్భుత మే విను మంతలోన వాఁ
డంతముఁ బొందు టెల్లఁ గని యాతని బంధులు గార్దభంబులై.""",ఉత్పలమాల
"""గోపదరేణు సంకలిత కుంతలబద్ధ మయూరపింఛు ను
ద్దీపిత మందహాస శుభదృష్టి లసన్ముఖు వన్యపుష్ప మా
లా పరిపూర్ణు గోపజన లాలిత వేణురవాభిరాము నా
గోపకుమారునిం గనిరి గోపసతుల్ నయనోత్సవంబుగన్.""",ఉత్పలమాల
"""కటిచేలంబు బిగించి పింఛమునఁ జక్కం గొప్పు బంధించి దో
స్తట సంస్ఫాలన మాచరించి చరణద్వంద్వంబుఁ గీలించి త
త్కుటశాఖాగ్రము మీఁదనుండి యుఱికెన్ గోపాలసింహంబు ది
క్తటముల్ మ్రోయ హ్రదంబులో గుభగుభ ధ్వానం బనూనంబుగన్.""",మత్తేభము
"""భూరి మహాప్రతాప పరిపూర్ణ భయంకర గోపబాల కం
ఠీరవ పాత వేగ వికటీకృత దుర్విషభీషణోర్మి సం
పూరితమై వడిం గలఁగి పొంగి ధనుశ్శతమాత్ర భాగ వి
స్తారము బొందె న మ్మడుఁగు తప్తపయఃకణ బుద్బుదోగ్రమై.""",ఉత్పలమాల
"""పాఠీనాకృతిఁ దోయరాశినడుమన్ భాసిల్లి మున్నాఢ్యుఁడై
కాఠిన్యక్రియ నీదునేర్పు దనకుం గల్మిన్ భుజంగేంద్ర హృ
త్పీఠాగ్రంబున రోషవహ్ను లెగయన్ భీమంబుగా నీదె ను
ల్లోఠోత్తుంగతరంగమై మడుఁగు దుర్లోక్యంబుగా బాహులన్.""",శార్ధూలము
"""బాలుం డొక్కఁడు వీఁడు నా మడుఁగు విభ్రాంతోచ్చలత్కీర్ణ క
ల్లోలంబై కలఁగం జరించె నిట నే లోనుంటఁ జూడండు; మ
త్కీలాభీల విశాల దుస్సహ విషాగ్నిజ్వాలలన్ భస్మమై
కూలం జేసెద నేడు లోకులకు నా కోపంబు దీపింపఁగన్.""",శార్ధూలము
"""ఘోరవిషానలప్రభలు గొబ్బునఁ గ్రమ్మఁగ సర్పసైన్య వి
స్ఫారుఁడు గాళియోరగుఁడు పాఱివడిం గఱచెన్ పయోధరా
కారుఁ బయోవిహారు భయకంప విదూరు మహాగభీరు నా
భీరకుమారు వీరు నవపీత శుభాంబరధారు ధీరునిన్.""",ఉత్పలమాల
"""అదె మన కృష్ణునిం గఱచి; యంతటఁ బోక భుజంగమంబు దు
ర్మదమున మేనఁ జుట్టుకొని మానక యున్నది; యింక నేమి చే
యుద? మెటఁజొత్త? మే పురుషు లోపుదు రీ యహి నడ్డపెట్ట నె
య్యది సదుపాయ?"" మంచుఁ బడి రార్తరవంబులఁ దూలి గోపకుల్.""",చంపకమాల
"""చూడ వదేమి గౌరవపుఁజూపుల మమ్ము; సఖాలితోడ మా
టాడ వదేమి? మర్మముగ నందెలు పాదములందు మ్రోయ నే
డాడ వదేమి నర్తనము? లవ్వల మ్రోలను గోపికావళిం
గూడ వదేమి నవ్వులను? గోపకుమారవరేణ్య! చెప్పుమా;""",ఉత్పలమాల
"""అంతం గృష్ణుఁడు మేను పెంప భుజగుం డావృత్తులం బాసి తా
సంతప్తాయతభోగుఁ డై కఱచుటల్ చాలించి నిట్టూర్పుతో
శ్రాంతుండై తల లెత్తి దుర్విషము నాసావీథులం గ్రమ్మ దు
శ్చింతన్ దిక్కులు చూచుచుం దలఁగి నిల్చెన్ ధూమకాష్ఠాకృతిన్.""",శార్ధూలము
"""వెఱ మఱలేని మేటి బలువీరుఁడు కృష్ణకుమారుఁ డొక్క చేఁ
జఱచి ఖగేంద్రుచందమునఁ జక్కన దౌడలు పట్టి కన్నులం
జొఱజొఱ దుర్విషానలము జొబ్బిలు చుండఁగ నెత్తి లీలతో
జిఱజిఱఁ ద్రిప్పి వైచెఁ బరిశేషిత దర్పముఁ గ్రూరసర్పమున్.""",చంపకమాల
"""కుక్షిన్ లోకములున్న గౌరవముతో గోపాకృతి న్నున్న యా
రక్షోహంత వడిన్ మహాఫణిఫణారంగప్రదేశంబుపై
నక్షీణోద్ధత నాడుఁ; బాడుఁ; జెలఁగున్; హాసంబుతోడం బద
ప్రక్షేపంబులు జేయుఁ గేళిగతులం బ్రాణైకశేషంబుగన్.""",శార్ధూలము
"""వేలుపులైన లావుచెడి వేదనఁ బొందుచు నా విషానల
జ్వాలలు సోఁకినంతటన చత్తురు; నేడిది యేమి చోద్య? మా
భీలవిషాగ్ని హేతిచయపీడకు నోర్చియుఁ గ్రమ్మఱంగ నీ
బాలుఁడు మత్ఫణాశతము భగ్నముగా వెసఁ ద్రొక్కి యాడెడున్.""",ఉత్పలమాల
"""కచబంధంబులు వీడ భూషణము లాకంపింపఁ గౌఁదీవియల్
కుచయుగ్మంబుల వ్రేగునం గదలఁ బైకొంగుల్ వడిన్ జాఱఁగాఁ
బ్రచురభ్రాంతిఁ గలంగి ముందట రుదద్బాలావళిం గొంచు స్రు
క్కుచు, భక్తింజని కాంచి రా గుణమణిన్ గోపాలచూడామణిన్.""",మత్తేభము
"""ఎట్టి తపంబు జేసెనొకొ? యెట్టి సుకర్మము లాచరించెనో?
యెట్టి నిజంబు బల్కెనొకొ? యీ ఫణి పూర్వభవంబు నందు ము
న్నెట్టి మహానుభావులకు నెన్నఁడుఁ జేరువగాని నీవు నేఁ
డిట్టి వినోదలీలఁ దల లెక్కి నటించెద వీ ఫణీంద్రుపై.""",ఉత్పలమాల
"""బహు కాలంబు తపంబు చేసి వ్రతముల్ బాటించి కామించి నీ
మహనీయోజ్వల పాదరేణుకణ సంస్పర్శాధికారంబు శ్రీ
మహిళారత్నము తొల్లి కాంచె నిదె నేమం బేమియున్ లేక నీ
యహి నీ పాదయుగాహతిం బడసె నే డత్యద్భుతం బీశ్వరా!""",మత్తేభము
"""ఒల్లరు నిర్జరేంద్రపద మొల్లరు బ్రహ్మపదంబు నొందఁగా
నొల్లరు చక్రవర్తిపద మొల్లరు సర్వరసాధిపత్యము
న్నొల్లరు యోగసిద్ధి మఱియొండు భవంబుల నొందనీని నీ
సల్లలితాంఘ్రి రేణువుల సంగతి నొందిన ధన్యు లెప్పుడున్.""",ఉత్పలమాల
"""నేరము లెన్న నెక్కడివి? నేము దలంచు తలంపు లోపలన్
నేరుపు లున్నవే? సుతుల నేరమిఁ దండ్రులు ద్రోచిపుచ్చరే?
నేరము చేయువారి ధరణీపతు లొక్కకమాటు గావరే?
నేరము గల్గు మద్విభుని నే డిటఁ గావఁగదే కృపానిధీ!""",ఉత్పలమాల
"""బాలుం డీతఁడు మంచివాఁ డనుచుఁ జెప్పన్ రాము క్రూరుండు దు
శ్శీలుండౌ నవు నైన నేము సుభగశ్రీఁ బాసి వైధవ్య దు
ష్టాలంకారముఁ బొంద నోడెద మనాథాలాప మాలింపవే?
చాలున్ నీ పద తాండవంబు; పతిభిక్షం బెట్టి రక్షింపవే?""",శార్ధూలము
"""ఆకుల మయ్యె భోగ మిదె యౌదల లన్నియు వ్రస్సెఁ బ్రాణముల్
రాకలఁ బోకలం బొలిసె రాయిడి పెట్టక మా నిజేశుపై
నీ కరుణాకటాక్షములు నిల్పఁగదే తగ నో! సమస్త లో
కైకశరణ్య! యో! యభయకారణ! యో! కమలామనోహరా!""",ఉత్పలమాల
"""మలఁకలు మా ప్రచారములు మా ముఖముల్ విషవహ్ని ఘోరముల్;
ఖలులము; రోషజాతులము; గర్వుల; మే మొక మంచివారమే?
నళినదళాక్ష! ప్రాణులకు నైజగుణంబులు మాన నేర్చునే?
వెలయవె? మా వికారములు వింతలె? మే లొనరించి తీశ్వరా!""",చంపకమాల
"""ఇది మొద లెవ్వరైన నరు లీ యమునాతటినీ హ్రదంబులో
వదలక తోఁగి నన్ను నుపవాసముతోడఁ దలంచి కొల్చుచుం
గదలక దేవతాదులకుఁ గా జలతర్పణ మాచరించినన్
సదమలచిత్తులై దురితసంఘముఁ బాయుదు రా క్షణంబునన్.""",మత్తేభము
"""వచ్చిన సర్పవైరిఁ గని వ్రాలక లేచి మహాఫణావళుల్
విచ్చి దృగంచలంబుల నవీనవిషాగ్నికణంబు లొల్కఁగా
నుచ్చలదుగ్రజిహ్వలు మహోద్ధతిఁ ద్రిప్పుచు నూర్పు లందుఁ గా
ర్చిచ్చెగయంగఁ బాఱి కఱచెన్ విహగేంద్రు నహీంద్రుఁ డుగ్రతన్.""",ఉత్పలమాల
"""నిన్నా యుగ్ర భుజంగమంబు గఱవన్ నీ వాపదం బొందుచున్
న న్నేమంటి తనూజ! యోడవు గదా నా కూన! నా తండ్రి! రా
వన్నా"" యంచు శిరంబు మూర్కొని నిజాంకాగ్రంబుపై నిల్పుచున్
గన్నీ రొల్కఁగఁ గౌగలించెఁ దనయున్ గారాముతోఁ దల్లి దాన్.""",శార్ధూలము
"""అదె వచ్చెన్ దవవహ్ని ధూమకణ కీలాభీల దుర్వారమై
యిదె కప్పెన్ మము నెల్లవారి నిట మీఁ దేలాగు రక్షింపు; నీ
పదపద్మంబులకాని యొండెఱుఁగ; మో పద్మాక్ష! యో కృష్ణ! మ్రొ
క్కెద మో! రామ! మహాపరాక్రమ! దవాగ్నిన్ వేగ వారింపవే.""",మత్తేభము
"""జలజాక్షుండును రాముఁడున్ నటనముల్సల్పంగ గోపాల మూ
ర్తులతో వారలఁ గొల్చు నిర్జరులు సంతోషించి, వేణుస్వనం
బులుగావించుచుఁ గొమ్ములూదుచు శిరంబుల్ద్రిప్పుచుం బాడుచున్
వలనొప్పన్ వినుతించి రప్పుడు నటుల్ వర్ణించు చందంబునన్.""",మత్తేభము
"""వనజాక్షున్ బలిమిన్బలాఢ్యుఁడు తృణావర్తుండు మున్మింటికిం
గొనిపోఁ జాలక చిక్కినాఁ డతని నాకున్ మోవరా దంచు నా
దనుజారిన్ గొనిపోఁ దలంపక వడిన్ దైత్యేశుఁ డయ్యాటలోఁ
గొనిపోయెన్ గిరి దాఁటి రాము నఖిలక్రూరక్షయోద్దామునిన్.""",మత్తేభము
"""గురుశైలేంద్ర సమాన భారుఁ డగు నా గోపాలకున్ మోవలే
క రయోద్రేకము మాని దైత్యుఁడు నరాకారంబు జాలించి భీ
కర దైత్యాకృతి నేగె హేమకటకాకల్పంబుతో రాముతో
మురు వొప్పంగఁ దటిల్లతేందుయుత జీమూతంబు చందంబునన్.""",మత్తేభము
"""మోసము లేక వాని పెనుమూఁపుననుండుచు నా హలాయుధుం
డా సమయంబునం గనియె హాటక రత్న కిరీట కుండలో
ద్భాసిత మస్తకున్ భ్రుకుటి భాసుర దారుణ నేత్రునుగ్ర దం
ష్ట్రాసహితుం బ్రలంబు నురుశౌర్యవిలంబు మదావలంబునిన్.""",ఉత్పలమాల
"""ఆ గోపాలకు లందఱుం బసుల కుయ్యాలించి కౌమార కే
ళీ గాఢత్వము మాని గోఖురరదాళిచ్ఛిన్న ఘాసంబుతో
బాగై యున్న పథంబునం జని దవాపన్నంబు గాకుండ వే
వేగన్ గోగణమున్ మరల్చి రటవీవీధిన్ జవం బొప్పఁగన్.""",శార్ధూలము
"""నీ చుట్టాలకు నాపదల్ గలుగునే? నే మెల్ల నీ వార మ
న్యాచారంబు లెఱుంగ; మీశుడవు; మా కాభీలదావాగ్ని నే
డే చందంబున నింక దాఁటుదుము? మమ్మీక్షించి రక్షింప వ
న్నా! చంద్రాభ! విపన్నులన్ శిఖివితానచ్ఛన్నులన్ ఖిన్నులన్.""",శార్ధూలము
"""బంధుజనంబుచేత నిటు ప్రార్థితుఁడై హరి విశ్వరూపు “డో
బంధువులార! మీ నయనపంకజముల్ ముకుళింపుఁ డగ్నినీ
సంధి నడంతు నే” ననినఁ జక్కన వారలు నట్ల చేయుఁడున్,
బంధురదావపావకముఁ బట్టి ముఖంబునఁ ద్రావె లీలతోన్.""",ఉత్పలమాల
"""ఆ వర్షాగమమందు గోవుల నరణ్యాంతంబులన్ మేపుచున్
గోవిందుండు ప్రలంబవైరియుతుఁడై గోపాలవర్గంబుతోఁ
బ్రావీణ్యంబునఁ గందమూలఫలముల్ భక్షించుచున్ మంజుల
గ్రావాగ్రంబులఁ బ్రీతిఁ జల్దిగుడిచెం గాసారతీరంబులన్.""",శార్ధూలము
"""శ్రవణోదంచితకర్ణికారమునతో స్వర్ణాభ చేలంబుతో
నవతంసాయిత కేకిపింఛమునతో నంభోజ దామంబుతో
స్వవశుండై మధురాధరామృతముచే వంశంబుఁ బూరించుచు
న్నువిదా! మాధవుఁ డాలవెంట వనమం దొప్పారెడిం జూచితే?""",మత్తేభము
"""రావే సుందరి! యేమె బోటి! వినవే; రాజీవనేత్రుండు బృం
దావీధిం దగ వేణు వూఁదుచు లసత్సవ్యానతాస్యంబుతో
భ్రూవిన్యాసము లంగుళీ క్రమములుంబొల్పార షడ్జంబుగాఁ
గావించెన్ నటుభంగి బ్రహ్మమగు దద్గాంధర్వ సంగీతమున్.""",శార్ధూలము
"""నవగోస్థానక రంగమందుఁ బరమానందంబుతోఁ జూత ప
ల్లవ నీలోత్పల పింఛ పద్మదళ మాలా వస్త్ర సంపన్నులై
కవయై వేణువు లూఁదుచున్ బహునటాకారంబులం గేళితాం
డవముల్ జేసెద రీ కుమారకులు; వేడ్కం గామినుల్ గంటిరే.""",మత్తేభము
"""ఒనరన్ వ్రేతల కించుకేనియును లేకుండంగ గోపాలకృ
ష్ణుని కెమ్మోవి సుధారసంబు గొనుచుం జోద్యంబుగా మ్రోఁయుచుం
దన పర్వంబులు నేత్రపర్వములుగా దర్పించెఁ, బూర్వంబునన్
వనితా! యెట్టి తపంబు జేసెనొకొ యీ వంశంబు వంశంబులోన్.""",మత్తేభము
"""ముదితా! యే తటినీ పయఃకణములన్ మున్ వేణు వింతయ్యె నా
నది సత్పుత్రునిఁ గన్నతల్లి పగిదిన్ నందంబుతో నేడు స
మ్మద హంసధ్వని పాటగా వికచపద్మశ్రేణి రోమాంచమై
యొదవం దుంగతరంగ హస్తనటనోద్యోగంబు గావింపదే!""",మత్తేభము
"""నా మోసంబున కెద్ది మేర? విను నే నా పూర్వజన్మంబులన్
లేమా! నోములు నోఁచుచో నకట! కాళిందీతటిన్ వేణువై
భూమిం బుట్టెద నంచుఁ గోరఁ దగదే? బోధిల్లి యెట్లైన నీ
బామం దిప్పుడు మాధవాధరసుధాపానంబు గల్గుంగదే?""",శార్ధూలము
"""అమరేంద్రాంగన లాకసంబున విమానారూఢులై పోవుచుం
గమలాక్షున్ శుభమూర్తిఁ గాంచి మురళీగానంబు లందందఁ గ
ర్ణములన్ నిల్పుచు మేఖలల్ వదలఁగా నాథాంకమధ్యంబులం
బ్రమదా! వ్రాలిరి చూచితే వివశలై పంచాశుగభ్రాంతలై?""",మత్తేభము
"""కానల నుండుచున్ సరసగాన వివేకవిహీనజాతలై
వీనుల నేఁడు కృష్ణముఖ వేణురవామృతధార సోఁకినన్
మేనులు మేఁతలున్ మఱచి మెత్తని చూడ్కి మృగీమృగావళుల్
మానిని! చూడవమ్మ; బహుమానము చేసెఁ గృతార్థచిత్తలై.""",ఉత్పలమాల
"""తల్లుల చన్నుఁబాలు మును ద్రావు తఱిం దమకర్ణవీధులన్
వల్లభమైన మాధవుని వంశరవామృతధార చొచ్చినం
ద్రుళ్ళక పాలురాఁ దివక దూఁటక మానక కృష్ణుమీఁద దృ
గ్వల్లులు చేర్చి నిల్చె నదె; వత్సము లంగనలార! కంటిరే?""",ఉత్పలమాల
"""మమతన్ మోములు మీఁది కెత్తుకొని రోమంథంబు చాలించి హృ
త్కమలాగ్రంబులఁ గృష్ణు నిల్పి మురళీగానామృతశ్రేణి క
ర్ణములం గ్రోలుచు మేఁతమాని గళితానందాశ్రులై చిత్రితో
పమలై గోవులు చూచుచున్న వవిగో పద్మాక్షి! వీక్షించితే?""",మత్తేభము
"""జగతీజంబులశాఖ లెక్కి మురళీశబ్దామృతస్యందమున్
మిగులన్ వీనులఁ ద్రావి వ్రేఁగుపడి నెమ్మిం గృష్ణు రూపంబు చి
త్తగమై యుండఁగ నడ్డపెట్టు క్రియ నేత్రంబుల్ దగన్ మూసి యీ
ఖగముల్ చొక్కెడిఁ జూచితే? మునిజనాకారంబులం గామినీ!""",మత్తేభము
"""క్రమమొప్పన్ నదులెల్ల వంశరవ మాకర్ణించి సంజాత మో
హములన్ మన్మథసాయక క్షత విశాలావర్తలై హంస వా
క్యములం జీరి తరంగహస్తముల నాకర్షించి పద్మోప హా
రములం గృష్ణపదార్చనంబు సలిపెన్ రామా! విలోకించితే?""",మత్తేభము
"""బలకృష్ణాంఘ్రిసరోజ సంగమముచే భాసిల్లుచున్ ధన్యమై
ఫలపుష్పంబులఁ గానికల్ గురిసి సంభావించి మిన్నందుచున్
జలఘాసంబుల గోవులం దనిపి చంచద్భూజరోమాంచమై
వెలసెం జూడఁ గదమ్మ! యీ గిరిపురోవీధిన్ సరోజాననా!""",మత్తేభము
"""ఈ హేమంతము రాకఁ జూచి రమణీహేలాపరీరంభ స
త్సాహాయ్యంబునఁగాని దీని గెలువన్ శక్యంబుగా దంచుఁ దా
రూహాపోహవిధిం ద్రిమూర్తులు సతీయుక్తాంగు లైనారు గా
కోహో! వారలదేమి సంతత వధూయోగంబు రాఁ గందురే?""",శార్ధూలము
"""రమణుల్ ప్రొద్దుల మేలుకాంచి సఖులన్ రం డంచు నాత్మీయ నా
మములం జీరి, కుచద్వయీ భరములన్ మధ్యంబు లల్లాడఁగాఁ
బ్రమదోద్దామ గజేంద్రయాన లగుచుం బద్మాక్షునిం బాడుచున్
యమునాతీరముఁ జేరఁబోయిరి గృహీతాన్యోన్య హస్తాబ్జలై.""",మత్తేభము
"""ఉద్యద్గంధగజేంద్ర గౌరవముతో యోషాంబరంబుల్ విభుం
డాద్యుం డర్భకు భంగి నర్భకులతో హాసార్థియై కొంచు ద
న్నద్యంభఃకణ శీతవాత జనితానందంబుతో నెక్కెఁ దా
సద్యోముక్త దురంతపాదప జనుస్సంతాపమున్ నీపమున్.""",శార్ధూలము
"""రామల్ రామలతోడి నీ పనికిగా రాగింతురే మీ క్రియన్
మోమోటేమియు లేక దూఱెదరు మీ మోసంబు చింతింప రం
భో మధ్యంబున నుండి వెల్వడి వెసం బూర్ణేందుబింబాననల్
మీమీ చీరలు వచ్చి పుచ్చుకొనుఁడా; మీకిచ్చెదం జెచ్చెరన్. """,శార్ధూలము
"""ఇంతుల్ తోయము లాడుచుండ మగవా రేతెంతురే? వచ్చిరా
యింతల్ చేయుదురే? కృపారహితులై యేలోకమందైన నీ
వింతల్ నీ తలఁబుట్టెఁ గాక; మఱి యేవీ కృష్ణ! యో చెల్ల! నీ
చెంతన్ దాసులమై చరించెదము మా చేలంబు లిప్పింపవే.""",శార్ధూలము
"""వ్రతముల్ జేయుచు నొక్క మాటయిన నెవ్వానిన్ విచారించినన్
వ్రతభంగంబులు మానునట్టి వరదున్ వామాక్షు లీక్షించియున్
గతచేలాప్లవనంబు నేడు వ్రతభంగం బంచు శంకించి ఫా
లతట న్యస్త కరాబ్జలై సరసలీలన్ మ్రొక్కి రట్లందఱున్.""",మత్తేభము
"""అపకారంబులు చేయ వెవ్వరికి నేకాంతంబు లం దుండు నా
తప శీతానిల వర్ష వారకములై త్వగ్గంధ నిర్యాస భ
స్మ పలాశాగ్ర మరంద మూల కుసుమచ్ఛాయా ఫలశ్రేణిచే
నుపకారంబులు చేయు నర్థులకు నీ యుర్వీజముల్ గంటిరే.""",మత్తేభము
"""క్రతువున్ మంత్రముఁ దంత్రమున్ ధనములుం గాలంబు దేశంబు దే
వతయున్ ధర్మము నన్యముల్ దలఁప నెవ్వాఁ డట్టి సర్వేశ్వరున్
మతి నూహింపక గోపబాలుఁ డనుచున్ మందస్థితిం జూచి దు
ర్మతులై యన్నము లేదు లే దనిరి సన్మాన్యక్రియాశూన్యులై.""",మత్తేభము
"""కాంతారత్నములార! మీ గృహములం గళ్యాణమే? యేమి గా
వింతున్ మీ? కిటు రండు; మమ్ము నిచటన్ వీక్షింప నేతెంచినా
రెంతో వేడుకతో; నెఱుంగుదుము; నిర్హేతుస్థితిన్ నన్ను ధీ
మంతుల్ మీ క్రియఁ జేరి కందురుగదా మత్సేవలన్ సర్వమున్.""",శార్ధూలము
"""తగునే మాధవ! యిట్టి వాఁడిపలుకుల్ ధర్మంబులే మా యెడన్?
మగలుం బిడ్డలు సోదరుల్ జనకులున్ మమ్మున్ నివారింప మ
చ్చిగ నీ యంఘ్రులు చేరినార; మటఁబోఁ జేకొందురే వార లా
పగి దే మొల్లము; కింకరీజనులఁగా భావించి రక్షింపవే.""",మత్తేభము
"""కటకట! మోసపోయితిమి; కాంతల పాటియు బుద్ధి లేదు; నే
డిట హరిఁ గానఁబో నెఱుఁగ; మేము దురాత్ముల; మేము గల్మషో
ద్భటులము; విష్ణుదూరగుల ప్రాజ్ఞత లేల? తపంబు లేల? ప
ర్యటనము లేల? శీలములు యాగములున్ మఱి యేల కాల్పనే?""",చంపకమాల
"""క్రతువుల్ ధర్మము మంత్ర తంత్ర ధనముల్ కాలంబు దేశంబు దే
వతయున్ వహ్నులు మేదినీసురులు నెవ్వా డిట్టి సర్వేశుఁ డీ
క్షితి రక్షింప జనించినాఁ; డెఱుగ; మా శ్రీభర్తకుం గర్తకుం
గుతలోద్ధర్తకు మేము మ్రొక్కెదము రక్షోనాథ సంహర్తకున్.""",మత్తేభము
"""కోపింపం బనిలేదు శక్రునికిఁ; దాఁ గోపించుఁగా కేమి సం
క్షేపం బయ్యెడి దేమి? పట్టణములున్ గేహంబులున్ దేశముల్
వ్యాపారంబులు మీకుఁ బోయెడినె? శైలారణ్యభాగంబులన్
గోపత్వంబున నుండుచున్ మనకు సంకోచింపఁగా నేటికిన్?""",శార్ధూలము
"""గంధాలంకరణాంబరావళులచేఁ గైచేసి యిష్టాన్నముల్
బంధుశ్రేణియు మీరలుం గుడిచి నా భాషారతిన్ వేడుకల్
సంధిల్లన్, గిరి గో ద్విజానల నమస్కారంబు గావింపుఁడీ;
సంధిల్లున్ సకలేప్సితంబులును మీ జన్మంబు ధన్యం బగున్. """,శార్ధూలము
"""సకలాభీరులు వీఁడె కృష్ణుఁ డన నైజంబైన రూపంబుతో
నకలంకస్థితి నుండి ""శైల మిదె మీరర్చింప రం"" డంచుఁ దా
నొక శైలాకృతిఁదాల్చి గోపకులతో నొండొండఁ బూజించి గో
పక దత్తాన్నము లాహరించె విభుఁ డా ప్రత్యక్ష శైలాకృతిన్.""",మత్తేభము
"""వినుఁ డీ శైలము కామరూపి; ఖలులన్ వేధించు; నాజ్యాన్నముల్
మన మొప్పింపఁగ నాహరించె; మనలన్ మన్నించెఁ; జిత్తంబులో
ననుకంపాతిశయంబు చేసె మనపై"" నంచున్ సగోపాలుఁడై
వనజాక్షుండు నమస్కరించె గిరికిన్ వందారు మందారుఁడై.""",మత్తేభము
"""పెరుగుల్ నేతులు ద్రావి క్రొవ్వి, భువి నాభీరుల్ మదాభీరులై
గిరిసంఘాత కఠోరపత్రదళనక్రీడా సమారంభ దు
ర్భర దంభోళిధరుం బురందరు ననుం బాటించి పూజింప క
గ్గిరికిం బూజలు చేసి పోయి రిదిగో కృష్ణుండు ప్రేరేఁపఁగన్.""",మత్తేభము
"""ఉద్యత్సంపద నమ్మి నందతన యోద్యోగంబునన్ వెఱ్ఱులై
మద్యాగంబు విసర్జనీయ మని రీ మర్త్యుల్ వడిన్ మీరు మీ
విద్యుద్వల్లులఁ గప్పి గర్జనములన్ వేధించి గోవుల్ జనుల్
సద్యోమృత్యువుఁ బొంద ఱాల్ గురియుఁడీ; శౌర్యం బవార్యంబుగన్.""",శార్ధూలము
"""అక్కట! వానఁ దోగి వ్రజ మాకుల మయ్యెఁ గదయ్య! కృష్ణ! నీ
వెక్కడనుంటి? వింత తడవేల సహించితి? నీ పదాబ్జముల్
దిక్కుగ నున్న గోపకులు దీనత నొంద భయాపహారివై
గ్రక్కునఁ గావ కిట్లునికి కారుణికోత్తమ! నీకుఁ బాడియే?""",ఉత్పలమాల
"""తన్నొక యింతగైకొనరు; తప్పిరి; యాగము చేసి రంచుఁ దా
మిన్నుననుండి గోపకులమీఁద శిలల్ గురియించుచున్న వాఁ
డున్నత నిర్జరేంద్ర విభవోద్ధతి గర్వనగాధిరూఢుడై
కన్నులఁ గానఁ డింద్రుఁ డిటు; గర్వపరుం డొరుఁ గాన నేర్చునే?""",ఉత్పలమాల
"""కలఁగకుఁడీ వధూజనులు; కంపము నొందకుఁడీ వ్రజేశ్వరుల్;
తలఁగకుఁడీ కుమారకులు; తక్కినవారలు ఱాలవానచే
నలయకుఁడీ; పశువ్రజము నక్కడ నక్కడ నిల్వనీకుఁడీ;
మెలుపున మీకు నీశ్వరుఁడు మేలొసఁగుం గరుణార్ద్రచిత్తుఁడై.""",చంపకమాల
"""బాలుం డాడుచు నాతపత్ర మని సంభావించి పూగుత్తి కెం
గేలం దాల్చిన లీల లేనగవుతోఁ గృష్ణుండు దా నమ్మహా
శైలంబున్ వలకేలఁ దాల్చి విపులచ్ఛత్రంబుగాఁ బట్టె నా
భీలాభ్రచ్యుత దుశ్శిలాచకిత గోపీగోపగోపంక్తికిన్.""",శార్ధూలము
